Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh - equivalent),Renewables per capita (kWh - equivalent)
Malaysia,MYS,2016,35253.773,0,1803.5974
Malaysia,MYS,2017,34688.133,0,2338.1816
Malaysia,MYS,2018,34839.504,0,2334.4211
Malaysia,MYS,2019,35279.062,0,2338.3413
Malaysia,MYS,2020,31681.52,0,2458.5151
Malaysia,MYS,2021,31630.014,,2794.6606
Mexico,MEX,1965,6250.115,0,613.22003
Mexico,MEX,1966,6352.682,0,677.1959
Mexico,MEX,1967,6219.693,0,713.51984
Mexico,MEX,1968,6516.4336,0,792.49493
Mexico,MEX,1969,6954.5337,0,813.75116
Mexico,MEX,1970,7151.8633,0,882.2874
Mexico,MEX,1971,7355.6255,0,830.27313
Mexico,MEX,1972,7912.351,0,857.71484
Mexico,MEX,1973,8285.694,0,884.7964
Mexico,MEX,1974,8902.519,0,890.65515
Mexico,MEX,1975,9357.678,0,789.9362
Mexico,MEX,1976,9614.422,0,871.1919
Mexico,MEX,1977,9801.593,0,938.49896
Mexico,MEX,1978,10960.942,0,774.28613
Mexico,MEX,1979,11760.889,0,850.9688
Mexico,MEX,1980,12609.443,0,776.88306
Mexico,MEX,1981,13382.935,0,1090.9492
Mexico,MEX,1982,13768.683,0,1011.41644
Mexico,MEX,1983,13422.527,0,903.80316
Mexico,MEX,1984,13702.497,0,1004.6917
Mexico,MEX,1985,13966.241,0,1184.8962
Mexico,MEX,1986,13487.386,0,952.5433
Mexico,MEX,1987,13762.588,0,896.95825
Mexico,MEX,1988,13534.314,0,985.0851
Mexico,MEX,1989,13965.897,13.156004,1099.7549
Mexico,MEX,1990,14407.87,101.97917,1063.8125
Mexico,MEX,1991,14711.415,144.4092,1003.0083
Mexico,MEX,1992,14551.742,130.83665,1147.8693
Mexico,MEX,1993,14320.792,161.47763,1125.204
Mexico,MEX,1994,15159.798,136.19775,881.3614
Mexico,MEX,1995,14268.734,266.28046,1112.7067
Mexico,MEX,1996,14409.636,244.07446,1205.4921
Mexico,MEX,1997,14509.431,318.3953,1017.8612
Mexico,MEX,1998,15037.311,277.41193,953.6552
Mexico,MEX,1999,14740.25,294.6061,1184.9432
Mexico,MEX,2000,15282.31,238.34055,1195.3435
Mexico,MEX,2001,14974.587,247.49284,1030.2874
Mexico,MEX,2002,15339.525,270.51245,899.61755
Mexico,MEX,2003,15345.357,285.32,762.6944
Mexico,MEX,2004,15882.575,244.58192,903.1589
Mexico,MEX,2005,16609.426,281.5647,978.03174
Mexico,MEX,2006,16893.797,277.5797,1015.96045
Mexico,MEX,2007,16837.342,261.07614,939.7044
Mexico,MEX,2008,16741.693,241.02423,1218.7946
Mexico,MEX,2009,16680.223,253.41492,883.10065
Mexico,MEX,2010,16832.049,139.15077,1137.8114
Mexico,MEX,2011,17372.637,233.97234,1101.3076
Mexico,MEX,2012,17340.824,199.33437,1013.4107
Mexico,MEX,2013,17193.113,263.1087,930.37463
Mexico,MEX,2014,16651.635,211.84003,1216.2408
Mexico,MEX,2015,16517.48,248.99928,1080.1234
Mexico,MEX,2016,16552.91,223.3864,1095.828
Mexico,MEX,2017,16567.764,226.24896,1143.0814
Mexico,MEX,2018,16184.805,277.49734,1227.5637
Mexico,MEX,2019,15422.463,226.28014,1187.0533
Mexico,MEX,2020,12609.325,223.57736,1343.2426
Mexico,MEX,2021,13082.374,236.2834,1564.9777
Morocco,MAR,1965,1057.0975,0,268.0361
Morocco,MAR,1966,1473.2548,0,226.85628
Morocco,MAR,1967,1548.9747,0,195.31969
Morocco,MAR,1968,1607.6958,0,215.90599
Morocco,MAR,1969,1676.1245,0,271.90738
Morocco,MAR,1970,1726.2137,0,260.57446
Morocco,MAR,1971,1772.3291,0,286.6962
Morocco,MAR,1972,1876.1157,0,293.46582
Morocco,MAR,1973,2136.605,0,213.75658
Morocco,MAR,1974,2217.27,0,233.90157
Morocco,MAR,1975,2257.148,0,173.40515
Morocco,MAR,1976,2404.0864,0,166.19678
Morocco,MAR,1977,2589.9695,0,221.69525
Morocco,MAR,1978,2684.7168,0,224.15027
Morocco,MAR,1979,2917.6675,0,244.05466
Morocco,MAR,1980,2860.7783,0,227.65204
Morocco,MAR,1981,2767.2976,0,149.83751
Morocco,MAR,1982,2846.6152,0,81.52582
Morocco,MAR,1983,2863.1436,0,66.81479
Morocco,MAR,1984,2847.3623,0,49.605576
Morocco,MAR,1985,2859.4333,0,64.34259
Morocco,MAR,1986,2875.592,0,83.30297
Morocco,MAR,1987,2883.4077,0,104.790504
Morocco,MAR,1988,2981.3367,0,116.68094
Morocco,MAR,1989,3206.29,0,141.67725
Morocco,MAR,1990,3221.2292,0,146.82161
Morocco,MAR,1991,3208.6702,0,145.07988
Morocco,MAR,1992,3579.7783,0,112.2229
Morocco,MAR,1993,3621.3716,0,50.75976
Morocco,MAR,1994,3891.775,0,94.798615
Morocco,MAR,1995,3783.7856,0,67.92424
Morocco,MAR,1996,3752.968,0,214.33415
Morocco,MAR,1997,3839.615,0,224.81956
Morocco,MAR,1998,3920.4734,0,189.0689
Morocco,MAR,1999,4118.6973,0,86.5783
Morocco,MAR,2000,4032.686,0,80.981
Morocco,MAR,2001,4278.1597,0,108.4632
Morocco,MAR,2002,4335.479,0,103.198875
Morocco,MAR,2003,4236.2046,0,160.80157
Morocco,MAR,2004,4773.6074,0,171.77785
Morocco,MAR,2005,5183.186,0,110.19182
Morocco,MAR,2006,5223.0312,0,107.58511
Morocco,MAR,2007,5108.249,0,106.920975
Morocco,MAR,2008,5575.425,0,107.84556
Morocco,MAR,2009,5216.4634,0,257.93674
Morocco,MAR,2010,5639.891,0,352.81168
Morocco,MAR,2011,5980.9053,0,226.17586
Morocco,MAR,2012,6034.668,0,193.94553
Morocco,MAR,2013,5987.9604,0,322.50104
Morocco,MAR,2014,6036.2837,0,281.70233
Morocco,MAR,2015,6012.3228,0,342.44904
Morocco,MAR,2016,5991.993,0,355.13345
Morocco,MAR,2017,6219.8066,0,347.18546
Morocco,MAR,2018,6241.439,0,477.51138
Morocco,MAR,2019,6709.564,0,547.70984
Morocco,MAR,2020,6044.8857,0,499.60312
Morocco,MAR,2021,6611.628,,546.6156
Netherlands,NLD,1965,33721.645,0,0
Netherlands,NLD,1966,35679.16,0,0
Netherlands,NLD,1967,37274.477,0,0
Netherlands,NLD,1968,41196.305,6.2425795,0
Netherlands,NLD,1969,45328.902,69.38901,0
Netherlands,NLD,1970,50526.875,80.091324,0
Netherlands,NLD,1971,52675.934,87.14782,0
Netherlands,NLD,1972,60582.566,69.4249,0
Netherlands,NLD,1973,63694.586,233.79433,0
Netherlands,NLD,1974,59485.777,685.7059,0
Netherlands,NLD,1975,59339.926,692.55945,187.59848
Netherlands,NLD,1976,64218.42,798.45685,202.29498
Netherlands,NLD,1977,62647.73,759.78015,199.7495
Netherlands,NLD,1978,63357.105,825.8633,277.12698
Netherlands,NLD,1979,65201.08,705.1202,251.46056
Netherlands,NLD,1980,60650.074,843.39984,231.33252
Netherlands,NLD,1981,57201.82,730.06915,243.61418
Netherlands,NLD,1982,52635.984,773.45996,59.170574
Netherlands,NLD,1983,52690.6,708.7049,51.31643
Netherlands,NLD,1984,54479.19,729.1282,3.7576349
Netherlands,NLD,1985,55826.984,762.1724,97.59246
Netherlands,NLD,1986,58242.152,819.80066,121.781136
Netherlands,NLD,1987,59221.56,687.5636,153.3044
Netherlands,NLD,1988,59016.72,706.38403,184.16609
Netherlands,NLD,1989,58854.543,767.9324,205.41118
Netherlands,NLD,1990,60104.992,664.9231,171.01303
Netherlands,NLD,1991,60854.72,627.78973,196.84843
Netherlands,NLD,1992,61062.695,711.68756,210.74937
Netherlands,NLD,1993,61124.77,734.5383,232.40149
Netherlands,NLD,1994,60038.215,733.34216,260.39783
Netherlands,NLD,1995,62091.938,738.0966,287.89355
Netherlands,NLD,1996,64328.18,759.6597,369.1204
Netherlands,NLD,1997,63062.74,437.15768,406.44662
Netherlands,NLD,1998,62828.176,687.4405,465.02707
Netherlands,NLD,1999,61661.11,686.9639,499.5068
Netherlands,NLD,2000,62039.64,699.45996,586.30414
Netherlands,NLD,2001,64075.08,700.7441,646.62
Netherlands,NLD,2002,63691.043,682.6563,772.86395
Netherlands,NLD,2003,63843.56,693.33746,759.7322
Netherlands,NLD,2004,65559.89,652.5502,1010.444
Netherlands,NLD,2005,66299.11,675.43976,1421.3
Netherlands,NLD,2006,64614.66,580.2571,1545.087
Netherlands,NLD,2007,65239.363,695.3119,1633.4072
Netherlands,NLD,2008,63864.88,682.92615,1936.8414
Netherlands,NLD,2009,62341.004,688.4896,2238.8867
Netherlands,NLD,2010,65913.375,636.1881,2209.5332
Netherlands,NLD,2011,62408.766,656.3155,2498.83
Netherlands,NLD,2012,59983.68,613.64355,2500.9844
Netherlands,NLD,2013,58060.125,448.2306,2403.4514
Netherlands,NLD,2014,54288.984,627.33685,2275.3313
Netherlands,NLD,2015,54495.758,618.4065,2599.4102
Netherlands,NLD,2016,55164.645,594.0874,2735.427
Netherlands,NLD,2017,53684.207,504.9701,3147.7888
Netherlands,NLD,2018,53127.336,516.22003,3418.756
Netherlands,NLD,2019,52045.594,569.5695,4145.2026
Netherlands,NLD,2020,47533.258,590.8308,5801.871
Netherlands,NLD,2021,47773.535,548.93463,6823.6714
New Zealand,NZL,1965,19621.404,0,12678.677
New Zealand,NZL,1966,20392.732,0,13339.384
New Zealand,NZL,1967,20161.184,0,13355.975
New Zealand,NZL,1968,19948.781,0,13963.057
New Zealand,NZL,1969,20422.137,0,13700.222
New Zealand,NZL,1970,22920.904,0,14545.844
New Zealand,NZL,1971,22543.393,0,16078.261
New Zealand,NZL,1972,23805.973,0,16674.404
New Zealand,NZL,1973,25098.098,0,16160.178
New Zealand,NZL,1974,24382.809,0,16775.023
New Zealand,NZL,1975,23170.947,0,17927.521
New Zealand,NZL,1976,25402.135,0,16595.656
New Zealand,NZL,1977,26842.984,0,15722.57
New Zealand,NZL,1978,25371.797,0,16616.527
New Zealand,NZL,1979,23471.773,0,19128.906
New Zealand,NZL,1980,22724.402,0,20051.102
New Zealand,NZL,1981,22458.76,0,20235.043
New Zealand,NZL,1982,24885.484,0,18826.426
New Zealand,NZL,1983,24984.418,0,19972.48
New Zealand,NZL,1984,26429.09,0,20489.256
New Zealand,NZL,1985,27518.25,0,19660.656
New Zealand,NZL,1986,28884.178,0,21797.258
New Zealand,NZL,1987,29345.984,0,21523.877
New Zealand,NZL,1988,30664.152,0,22346.605
New Zealand,NZL,1989,24994.7,0,22287.035
New Zealand,NZL,1990,32103.826,0,22733.436
New Zealand,NZL,1991,32479.764,0,22075.588
New Zealand,NZL,1992,33653.812,0,20204.879
New Zealand,NZL,1993,32715.115,0,22079.121
New Zealand,NZL,1994,33601.188,0,23594.572
New Zealand,NZL,1995,33803.81,0,24583.354
New Zealand,NZL,1996,35311.137,0,23094.744
New Zealand,NZL,1997,37236,0,20589.725
New Zealand,NZL,1998,35087.33,0,22205.273
New Zealand,NZL,1999,36858.58,0,20413.795
New Zealand,NZL,2000,37895.395,0,21664.412
New Zealand,NZL,2001,39269.605,0,19107.164
New Zealand,NZL,2002,38684.594,0,20946.447
New Zealand,NZL,2003,37203.06,0,19471.9
New Zealand,NZL,2004,35968.08,0,21853.275
New Zealand,NZL,2005,36143.227,0,19191.807
New Zealand,NZL,2006,35974.023,0,19210.275
New Zealand,NZL,2007,35169.21,0,19279.56
New Zealand,NZL,2008,35507.223,0,18621.371
New Zealand,NZL,2009,33166.273,0,20244.898
New Zealand,NZL,2010,33057.105,0,20980.314
New Zealand,NZL,2011,32610.016,0,21329.912
New Zealand,NZL,2012,34021.996,0,19917.963
New Zealand,NZL,2013,33991.953,0,19900.008
New Zealand,NZL,2014,34691.906,0,20852.04
New Zealand,NZL,2015,33984.7,0,20948.13
New Zealand,NZL,2016,33286.188,0,21277.863
New Zealand,NZL,2017,34383.16,0,20268.504
New Zealand,NZL,2018,32909.465,0,20313.902
New Zealand,NZL,2019,33635.613,0,19559.182
New Zealand,NZL,2020,28786.074,0,18464.74
New Zealand,NZL,2021,27225.47,,18325.025
North America,,1965,52763.668,38.798218,3463.14
North America,,1966,54844.67,57.517265,3565.9304
North America,,1967,55709.547,77.91129,3815.3015
North America,,1968,58250.676,131.32993,3818.3857
North America,,1969,60143.8,139.01332,4175.9214
North America,,1970,61497.785,215.61952,4163.623
North America,,1971,61538.04,392.21527,4320.842
North America,,1972,63647.387,557.80774,4510.166
North America,,1973,65433.18,883.2057,4575.462
North America,,1974,62669.273,1136.3661,4913.23
North America,,1975,59770.25,1614.1671,4740.605
North America,,1976,62213.19,1790.9309,4673.7163
North America,,1977,63181.94,2344.4756,4155.7173
North America,,1978,63035.84,2560.4243,4708.4497
North America,,1979,63161.33,2377.4492,4734.1562
North America,,1980,60337.652,2327.7842,4676.904
North America,,1981,57861.49,2484.3545,4687.517
North America,,1982,54339.875,2518.081,4923.8096
North America,,1983,52916.586,2645.3247,5111.6865
North America,,1984,54929.11,2897.6423,5184.009
North America,,1985,54051.047,3344.9963,4981.8413
North America,,1986,53397.926,3605.8435,5025.0215
North America,,1987,54648.18,3907.0706,4726.639
North America,,1988,56291.63,4418.404,4429.047
North America,,1989,56783.934,4354.11,4665.531
North America,,1990,55338.035,4594.537,4825.1846
North America,,1991,54163.055,4862.881,4814.7075
North America,,1992,54403.465,4799.552,4616.505
North America,,1993,54574.434,4760.535,4797.502
North America,,1994,55060.727,4974.188,4590.6953
North America,,1995,54966.75,5084.104,4940.051
North America,,1996,55981.117,4987.9414,5276.4473
North America,,1997,56087.793,4578.9175,5195.7783
North America,,1998,55847.03,4728.501,4798.7505
North America,,1999,55854.05,5022.4404,4859.4004
North America,,2000,56817.92,5099.535,4608.546
North America,,2001,55167.098,5120.1953,3987.0781
North America,,2002,55246.266,5094.1787,4338.4556
North America,,2003,55050.824,4911.2104,4235.0137
North America,,2004,55560.62,5044.122,4192.8735
North America,,2005,55121.926,4937.6353,4318.982
North America,,2006,54077.418,4913.4453,4369.7285
North America,,2007,54475.273,4908.5796,4188.2876
North America,,2008,52271.184,4834.4023,4385.4277
North America,,2009,48891.125,4690.39,4430.494
North America,,2010,50070.195,4636.511,4397.5293
North America,,2011,49070.074,4510.16,4895.762
North America,,2012,47566.625,4331.79,4764.4214
North America,,2013,48121.062,4413.175,4890.486
North America,,2014,48001.297,4391.8335,4932.8374
North America,,2015,47123.24,4309.67,4951.708
North America,,2016,46172.234,4278.673,5255.6777
North America,,2017,45695.19,4212.467,5620.3164
North America,,2018,46926.676,4173.7817,5653.683
North America,,2019,45983.36,4128.1025,5687.4033
North America,,2020,41179.44,3986.9937,5969.355
North America,,2021,43144.605,3881.2488,6179.8994
North Macedonia,MKD,1990,13799.017,0,710.25104
North Macedonia,MKD,1991,13227.287,0,1231.1769
North Macedonia,MKD,1992,13740.877,0,1242.5654
North Macedonia,MKD,1993,14390.295,0,772.97375
North Macedonia,MKD,1994,13310.097,0,1036.6461
North Macedonia,MKD,1995,13247.466,0,1193.8423
North Macedonia,MKD,1996,15427.947,0,1260.3566
North Macedonia,MKD,1997,13647.232,0,1327.8301
North Macedonia,MKD,1998,15262.767,0,1590.9923
North Macedonia,MKD,1999,14031.511,0,2029.4972
North Macedonia,MKD,2000,13439.079,0,1697.6346
North Macedonia,MKD,2001,13239.325,0,895.6186
North Macedonia,MKD,2002,12665.978,0,1070.139
North Macedonia,MKD,2003,13514.634,0,1923.9409
North Macedonia,MKD,2004,13154.17,0,2057.253
North Macedonia,MKD,2005,13602.289,0,2055.2656
North Macedonia,MKD,2006,13644.068,0,2255.9995
North Macedonia,MKD,2007,14391.559,0,1370.725
North Macedonia,MKD,2008,14071.311,0,1131.4434
North Macedonia,MKD,2009,13250.798,0,1697.1749
North Macedonia,MKD,2010,12961.001,0,3222.5686
North Macedonia,MKD,2011,14232.851,0,1886.5839
North Macedonia,MKD,2012,13577.407,0,1363.2539
North Macedonia,MKD,2013,12258.943,0,2065.2637
North Macedonia,MKD,2014,11619.04,0,1662.1199
North Macedonia,MKD,2015,11388.199,0,2596.5986
North Macedonia,MKD,2016,11865.316,0,2630.4805
North Macedonia,MKD,2017,12289.772,0,1646.1143
North Macedonia,MKD,2018,11436.721,0,2474.4912
North Macedonia,MKD,2019,12998.72,0,1689.9717
North Macedonia,MKD,2020,10961.122,0,1850.1648
North Macedonia,MKD,2021,11765.647,0,2047.6143
Norway,NOR,1965,18582.988,0,39271.824
Norway,NOR,1966,20318.846,0,38404.617
Norway,NOR,1967,20894.385,0,41648.008
Norway,NOR,1968,22833.914,0,46648.74
Norway,NOR,1969,24930.574,0,44092.07
Norway,NOR,1970,27599.701,0,44106.676
Norway,NOR,1971,26992.367,0,47916.73
Norway,NOR,1972,28146.633,0,50686.23
Norway,NOR,1973,28549.965,0,54401.156
Norway,NOR,1974,26360.096,0,56831.832
Norway,NOR,1975,26883.504,0,57059.42
Norway,NOR,1976,29192.627,0,60172.855
Norway,NOR,1977,29283.516,0,52671.047
Norway,NOR,1978,32818.312,0,58797.312
Norway,NOR,1979,33376.31,0,64400.06
Norway,NOR,1980,32223.73,0,60513.01
Norway,NOR,1981,30650.398,0,66955.734
Norway,NOR,1982,29638.092,0,66469.69
Norway,NOR,1983,29609.66,0,75696.38
Norway,NOR,1984,30689.754,0,75636.83
Norway,NOR,1985,31951.639,0,72908.17
Norway,NOR,1986,33664.242,0,68278.516
Norway,NOR,1987,33653.043,0,72950.01
Norway,NOR,1988,32810.723,0,76484.94
Norway,NOR,1989,33116.934,0,82846.97
Norway,NOR,1990,32179.389,0,84614.59
Norway,NOR,1991,30610.74,0,76569.91
Norway,NOR,1992,31574.213,0,80651.97
Norway,NOR,1993,33181.793,0,81942.28
Norway,NOR,1994,34239.12,0,76321.99
Norway,NOR,1995,34066.082,0,82647.03
Norway,NOR,1996,36203.14,0,70315.02
Norway,NOR,1997,37517.83,0,73858.83
Norway,NOR,1998,37744.535,0,77396.16
Norway,NOR,1999,36698.05,0,80688.93
Norway,NOR,2000,35677.03,0,93577.69
Norway,NOR,2001,37703.1,0,78601.54
Norway,NOR,2002,36932.87,0,83408.16
Norway,NOR,2003,38206.355,0,67382.836
Norway,NOR,2004,38231.527,0,68676.2
Norway,NOR,2005,36705.156,0,84578.195
Norway,NOR,2006,36646.41,0,73528.34
Norway,NOR,2007,35937.055,0,81048.17
Norway,NOR,2008,35447.023,0,82743.555
Norway,NOR,2009,34542.85,0,73170.35
Norway,NOR,2010,35060.73,0,66999.2
Norway,NOR,2011,34246.63,0,67928.1
Norway,NOR,2012,33166.45,0,78490.03
Norway,NOR,2013,33395.99,0,70008.625
Norway,NOR,2014,32575.709,0,72748.92
Norway,NOR,2015,32555.488,0,72707.25
Norway,NOR,2016,31281.186,0,74042.4
Norway,NOR,2017,31421.98,0,73171.6
Norway,NOR,2018,31468.357,0,71306.55
Norway,NOR,2019,30721.66,0,64605.684
Norway,NOR,2020,29350.205,0,73746.31
Norway,NOR,2021,29056.621,0,75242.4
Oceania,,1965,25772.748,0,3244.4958
Oceania,,1966,26603.018,0,3250.6318
Oceania,,1967,27543.777,0,3264.8193
Oceania,,1968,28527.787,0,3371.0916
Oceania,,1969,29060.955,0,3404.1892
Oceania,,1970,31001.178,0,3695.262
Oceania,,1971,31394.566,0,4045.0225
Oceania,,1972,32252.861,0,4089.6753
Oceania,,1973,33892.684,0,4103.8086
Oceania,,1974,35058.1,0,4404.6685
Oceania,,1975,34824.406,0,4693.034
Oceania,,1976,35981.484,0,4367.676
Oceania,,1977,37522.535,0,4110.755
Oceania,,1978,37854.9,0,4335.2314
Oceania,,1979,38526.145,0,4578.137
Oceania,,1980,38162.773,0,4544.1035
Oceania,,1981,38097.54,0,4566.091
Oceania,,1982,37628.9,0,4202.9487
Oceania,,1983,35989.477,0,4228.5396
Oceania,,1984,36871.348,0,4385.388
Oceania,,1985,37435.14,0,4328.5195
Oceania,,1986,37764.973,0,4566.2573
Oceania,,1987,38344.99,0,4429.479
Oceania,,1988,39445.98,0,4593.2783
Oceania,,1989,39970.73,0,4528.3594
Oceania,,1990,40983.09,0,4610.4355
Oceania,,1991,40044.402,0,4609.9956
Oceania,,1992,40226.516,0,4366.8438
Oceania,,1993,40313.84,0,4620.3594
Oceania,,1994,41366.176,0,4761.1514
Oceania,,1995,42536.977,0,4817.6294
Oceania,,1996,43209.55,0,4644.2695
Oceania,,1997,43804.465,0,4295.6357
Oceania,,1998,43884.85,0,4453.1006
Oceania,,1999,45088.637,0,4235.806
Oceania,,2000,44815.844,,4342.5264
Oceania,,2001,44685.945,,3948.7507
Oceania,,2002,44732.516,,4202.8345
Oceania,,2003,44441.953,,4057.5994
Oceania,,2004,44910.09,,4383.679
Oceania,,2005,44328.21,,4137.933
Oceania,,2006,45323.52,0,4122.765
Oceania,,2007,45506.492,,4004.0547
Oceania,,2008,45506.25,,3761.0947
Oceania,,2009,43707.477,,3964.945
Oceania,,2010,42784.633,,4142.0854
Oceania,,2011,42669.312,,4745.3623
Oceania,,2012,41568.21,,4487.293
Oceania,,2013,41023.938,,4786.4653
Oceania,,2014,40930.258,,4646.2266
Oceania,,2015,40960.6,,4811.2056
Oceania,,2016,40044.465,,5180.511
Oceania,,2017,39587.492,,4839.76
Oceania,,2018,38690.81,,5434.8286
Oceania,,2019,39202.15,,5651.3057
Oceania,,2020,35675.047,,6013.661
Oceania,,2021,34231.938,,6703.9907
Oman,OMN,1965,163.99112,0,0
Oman,OMN,1966,200.5812,0,0
Oman,OMN,1967,869.68097,0,0
Oman,OMN,1968,1022.7858,0,0
Oman,OMN,1969,1420.6041,0,0
Oman,OMN,1970,1395.4224,0,0
Oman,OMN,1971,22461.205,0,0
Oman,OMN,1972,24965.809,0,0
Oman,OMN,1973,21103.252,0,0
Oman,OMN,1974,18720.264,0,0
Oman,OMN,1975,16393.078,0,0
Oman,OMN,1976,18027.662,0,0
Oman,OMN,1977,16524.197,0,0
Oman,OMN,1978,18233.145,0,0
Oman,OMN,1979,19902.557,0,0
Oman,OMN,1980,16765.434,0,0
Oman,OMN,1981,16760.375,0,0
Oman,OMN,1982,20980.31,0,0
Oman,OMN,1983,18553.486,0,0
Oman,OMN,1984,25518.938,0,0
Oman,OMN,1985,24806.822,0,0
Oman,OMN,1986,21794.719,0,0
Oman,OMN,1987,23109.654,0,0
Oman,OMN,1988,21182.883,0,0
Oman,OMN,1989,22767.438,0,0
Oman,OMN,1990,27078.545,0,0
Oman,OMN,1991,34227.78,0,0
Oman,OMN,1992,31477.85,0,0
Oman,OMN,1993,28881.102,0,0
Oman,OMN,1994,26639.703,0,0
Oman,OMN,1995,30331.033,0,0
Oman,OMN,1996,30671.768,0,0
Oman,OMN,1997,31044.229,0,0
Oman,OMN,1998,31427.941,0,0
Oman,OMN,1999,35666.03,0,0
Oman,OMN,2000,48885.07,0,0
Oman,OMN,2001,53264.887,0,0
Oman,OMN,2002,57265.105,0,0
Oman,OMN,2003,58636.203,0,0
Oman,OMN,2004,53741.766,0,0
Oman,OMN,2005,63345.375,0,0
Oman,OMN,2006,67977.3,0,0
Oman,OMN,2007,66546.55,0,0
Oman,OMN,2008,76941.83,0,0
Oman,OMN,2009,75053.03,0,0
Oman,OMN,2010,83517.05,0,0
Oman,OMN,2011,81618.13,0,0
Oman,OMN,2012,80657.055,0,0
Oman,OMN,2013,83542.555,0,0.8588016
Oman,OMN,2014,79187.34,0,0.81062096
Oman,OMN,2015,80050.836,0,2.3789923
Oman,OMN,2016,76449.484,0,2.5516183
Oman,OMN,2017,79524.9,0,9.117362
Oman,OMN,2018,82758.32,0,9.034617
Oman,OMN,2019,82239.17,0,14.465869
Oman,OMN,2020,81448.99,0,182.85756
Oman,OMN,2021,91916.92,,
Pakistan,PAK,1965,1460.7875,0,125.28261
Pakistan,PAK,1966,1435.0881,0,122.08506
Pakistan,PAK,1967,1538.0332,0,140.89604
Pakistan,PAK,1968,1690.4989,0,164.85115
Pakistan,PAK,1969,1644.8536,0,169.25146
Pakistan,PAK,1970,1590.692,0,145.68898
Pakistan,PAK,1971,1393.2681,2.2658322,185.24986
Pakistan,PAK,1972,1233.1644,9.228112,189.82457
Pakistan,PAK,1973,1276.4656,16.775906,194.74425
Pakistan,PAK,1974,1353.538,22.748789,190.24573
Pakistan,PAK,1975,1358.7776,25.401611,212.5365
Pakistan,PAK,1976,1328.1552,20.890985,223.84648
Pakistan,PAK,1977,1379.535,12.8082,257.7509
Pakistan,PAK,1978,1395.241,6.3715568,309.97525
Pakistan,PAK,1979,1476.9795,1.9440196,323.80197
Pakistan,PAK,1980,1590.629,2.7996848,325.95712
Pakistan,PAK,1981,1643.0428,5.6547203,325.6554
Pakistan,PAK,1982,1731.0394,6.5678825,351.5951
Pakistan,PAK,1983,1752.3835,8.536273,392.7019
Pakistan,PAK,1984,1803.9174,10.004997,394.39062
Pakistan,PAK,1985,1838.4027,11.362359,396.5314
Pakistan,PAK,1986,1917.3563,14.831003,365.9958
Pakistan,PAK,1987,2015.3638,8.299844,464.4304
Pakistan,PAK,1988,2077.031,5.1104565,470.10822
Pakistan,PAK,1989,2152.1047,3.031986,461.89383
Pakistan,PAK,1990,2198.9111,10.322058,437.7399
Pakistan,PAK,1991,2252.0007,9.993918,453.5334
Pakistan,PAK,1992,2283.8345,12.809086,481.93118
Pakistan,PAK,1993,2471.6145,9.18934,516.5975
Pakistan,PAK,1994,2507.3228,12.90443,492.51218
Pakistan,PAK,1995,2568.6948,11.115994,505.28003
Pakistan,PAK,1996,2646.364,6.7619014,534.30475
Pakistan,PAK,1997,2597.1726,9.050372,385.94934
Pakistan,PAK,1998,2622.054,7.671843,490.0226
Pakistan,PAK,1999,2738.29,1.5078844,424.795
Pakistan,PAK,2000,2760.8545,17.384113,355.49576
Pakistan,PAK,2001,2717.9639,36.933693,354.99585
Pakistan,PAK,2002,2732.6267,32.526047,383.81522
Pakistan,PAK,2003,2876.176,31.765078,447.39148
Pakistan,PAK,2004,3149.1755,39.133102,462.83102
Pakistan,PAK,2005,3163.3792,39.9914,504.1274
Pakistan,PAK,2006,3303.9797,38.839733,483.383
Pakistan,PAK,2007,3454.9773,34.57154,492.38016
Pakistan,PAK,2008,3476.8572,25.33464,413.20926
Pakistan,PAK,2009,3421.3796,35.856792,422.3233
Pakistan,PAK,2010,3348.9211,34.81758,425.68942
Pakistan,PAK,2011,3249.482,52.533466,425.3388
Pakistan,PAK,2012,3219.455,35.330723,146.87656
Pakistan,PAK,2013,3184.874,54.29306,421.84018
Pakistan,PAK,2014,3239.3044,58.29608,428.34998
Pakistan,PAK,2015,3382.3171,52.73307,432.14243
Pakistan,PAK,2016,3641.151,63.645325,461.96805
Pakistan,PAK,2017,3835.8975,95.79838,421.13412
Pakistan,PAK,2018,3898.287,106.85864,416.3443
Pakistan,PAK,2019,3815.4429,104.02131,485.207
Pakistan,PAK,2020,3675.3447,105.9305,516.6553
Pakistan,PAK,2021,3965.8179,172.02522,491.80243
Peru,PER,1965,4136.0537,0,658.833
Peru,PER,1966,4973.01,0,689.26587
Peru,PER,1967,4852.8403,0,750.52264
Peru,PER,1968,4764.581,0,782.80505
Peru,PER,1969,4605.5933,0,828.2151
Peru,PER,1970,4688.725,0,770.9502
Peru,PER,1971,4612.7334,0,963.0761
Peru,PER,1972,3900.5686,0,968.2655
Peru,PER,1973,4431.003,0,1010.9917
Peru,PER,1974,5062.2397,0,1080.7322
Peru,PER,1975,5067.4146,0,1101.8998
Peru,PER,1976,4985.2437,0,1131.7458
Peru,PER,1977,4859.3774,0,1145.6897
Peru,PER,1978,4685.5693,0,1141.6908
Peru,PER,1979,4722.984,0,1192.3794
Peru,PER,1980,4959.5947,0,1200.5114
Peru,PER,1981,4982.9546,0,1332.0449
