Entity,Code,Year,Fossil fuels per capita (kWh),Nuclear per capita (kWh - equivalent),Renewables per capita (kWh - equivalent)
European Union (27),,1985,34628.723,3817.8728,2275.053
European Union (27),,1986,34845.027,4190.861,2155.4624
European Union (27),,1987,35220.242,4351.44,2348.9658
European Union (27),,1988,35002.273,4665.979,2473.8823
European Union (27),,1989,35178.37,4904.538,2032.0658
European Union (27),,1990,34697.52,4942.4424,2147.4255
European Union (27),,1991,34168.9,5064.9395,2242.514
European Union (27),,1992,33174.387,5057.228,2331.9265
European Union (27),,1993,32555.94,5195.4287,2400.1292
European Union (27),,1994,32266.814,5169.73,2472.5078
European Union (27),,1995,33030.645,5307.483,2485.037
European Union (27),,1996,33967.996,5569.0933,2479.0256
European Union (27),,1997,33601.645,5606.695,2593.4265
European Union (27),,1998,33909.05,5558.9644,2714.1099
European Union (27),,1999,33562.754,5652.6265,2723.5232
European Union (27),,2000,33575.09,5720.8184,2890.298
European Union (27),,2001,34028.63,5864.211,3059.064
European Union (27),,2002,33935.004,5901.3647,2742.0513
European Union (27),,2003,34637.355,5876.919,2759.416
European Union (27),,2004,34731.918,5957.1035,3041.0002
European Union (27),,2005,34725.137,5821.819,3062.904
European Union (27),,2006,34795.23,5754.5215,3246.6604
European Union (27),,2007,34203.125,5433.0117,3459.988
European Union (27),,2008,33522.13,5456.2607,3777.5723
European Union (27),,2009,31084.11,5039.0493,3984.3677
European Union (27),,2010,31854.31,5172.115,4529.221
European Union (27),,2011,30743.404,5032.826,4472.0005
European Union (27),,2012,29892.416,4840.5503,5015.5366
European Union (27),,2013,29199.49,4773.0684,5434.135
European Union (27),,2014,27601.404,4777.5483,5608.088
European Union (27),,2015,28135.83,4594.121,5709.4707
European Union (27),,2016,28608.264,4452.8105,5768.9907
European Union (27),,2017,28995.16,4372.006,5786.4653
European Union (27),,2018,28696.514,4354.854,6187.0093
European Union (27),,2019,27836.498,4351.0874,6369.0503
European Union (27),,2020,24890.463,3869.7793,6838.3535
European Union (27),,2021,26421.709,4130.839,6966.489
Finland,FIN,1965,19223.074,0,6059.329
Finland,FIN,1966,21971.584,0,6699.55
Finland,FIN,1967,22544.412,0,7464.0547
Finland,FIN,1968,25717.553,0,6702.024
Finland,FIN,1969,30070.984,0,5592.123
Finland,FIN,1970,33331.47,0,6113.6094
Finland,FIN,1971,33604.465,0,6847.3696
Finland,FIN,1972,35780.957,0,6615.096
Finland,FIN,1973,39753,0,6704.5054
Finland,FIN,1974,36323.125,0,8008.115
Finland,FIN,1975,37175.73,0,7662.7485
Finland,FIN,1976,41477.363,0,5933.234
Finland,FIN,1977,40817.53,1582.0696,7601.497
Finland,FIN,1978,43714.566,1935.1345,6097.025
Finland,FIN,1979,45062.91,3987.0176,6746.585
Finland,FIN,1980,44913.945,4140.2344,6321.2793
Finland,FIN,1981,38653.316,8609.232,8411.97
Finland,FIN,1982,36860.36,9793.118,8018.4023
Finland,FIN,1983,35273.086,10282.948,8270.277
Finland,FIN,1984,36872.926,10890.174,8024.3057
Finland,FIN,1985,39893.465,10955.067,7440.0625
Finland,FIN,1986,40387.418,10930.371,7449.2686
Finland,FIN,1987,42201.844,11223.935,8271.097
Finland,FIN,1988,41988.13,11138.757,7987.9995
Finland,FIN,1989,42560.3,10835.634,7761.2256
Finland,FIN,1990,44149.336,10858.358,9741.237
Finland,FIN,1991,43960.652,10965.431,10967.082
Finland,FIN,1992,42550.41,10763.568,11995.887
Finland,FIN,1993,42845.906,11082.94,11620.38
Finland,FIN,1994,46854.13,10758.224,10905.784
Finland,FIN,1995,42845.74,10600.308,11614.075
Finland,FIN,1996,46502.297,10886.751,10496.511
Finland,FIN,1997,45068.73,11651.777,11765.111
Finland,FIN,1998,44215.336,12157.125,14359.096
Finland,FIN,1999,44008.195,12755.8,12451.97
Finland,FIN,2000,43306.41,12449.55,13681.06
Finland,FIN,2001,45737.195,12500.1045,12539.285
Finland,FIN,2002,47297.496,12129.142,11543.171
Finland,FIN,2003,52482.8,12267.22,11064.066
Finland,FIN,2004,48446.055,12144.851,14685.908
Finland,FIN,2005,42560.824,12325.788,13264.801
Finland,FIN,2006,48095.78,12008.844,12780.289
Finland,FIN,2007,46554.574,12151.873,13653.708
Finland,FIN,2008,42099.242,11779.143,15577.376
Finland,FIN,2009,39840.453,11941.808,12289.201
Finland,FIN,2010,44262.723,11442.315,13620.482
Finland,FIN,2011,39869.89,11514.711,13622.581
Finland,FIN,2012,35927,11286.914,15717.376
Finland,FIN,2013,37185.96,11476.448,14247.822
Finland,FIN,2014,34172.004,11346.819,14953.815
Finland,FIN,2015,32096.895,11083.325,16907.242
Finland,FIN,2016,33719.62,10963.511,16182.057
Finland,FIN,2017,31900.504,10528.883,17085.14
Finland,FIN,2018,32643.19,10602.173,17357.646
Finland,FIN,2019,30917.521,11050.078,17320.863
Finland,FIN,2020,27184.924,10724.554,18814.496
Finland,FIN,2021,27203.809,10813.574,20123.209
France,FRA,1965,24258.104,52.840233,2877.9392
France,FRA,1966,24274.006,81.30818,3196.6921
France,FRA,1967,26131.254,119.77456,2767.561
France,FRA,1968,27106.203,176.31853,3062.7078
France,FRA,1969,29750.623,203.946,3193.5447
France,FRA,1970,31965.887,320.74222,3403.9673
France,FRA,1971,33340.906,519.34106,2921.5176
France,FRA,1972,35274.16,805.3275,2902.7405
France,FRA,1973,38369.957,807.8149,2817.488
France,FRA,1974,36883.1,800.1726,3284.029
France,FRA,1975,33921.562,987.20575,3474.894
France,FRA,1976,37019.227,849.769,2806.4766
France,FRA,1977,35720.605,961.87866,4347.137
France,FRA,1978,37152.89,1624.9647,3886.5232
France,FRA,1979,37828.234,2122.2102,3764.599
France,FRA,1980,35802.59,3235.6768,3914.925
France,FRA,1981,32725.889,5532.8047,4040.2947
France,FRA,1982,30889.441,5689.6406,3931.628
France,FRA,1983,29960.41,7498.1655,3852.5142
France,FRA,1984,28974.951,9893.693,3636.067
France,FRA,1985,28712.469,11538.903,3446.822
France,FRA,1986,28085.508,13024.15,3460.804
France,FRA,1987,27758.098,13540.549,3878.2788
France,FRA,1988,27396.719,13982.729,4179.7427
France,FRA,1989,27981.564,15353.5625,2570.5996
France,FRA,1990,28384.557,15797.975,2931.7527
France,FRA,1991,30151.54,16597.732,3125.4175
France,FRA,1992,29503.777,16888.398,3706.9573
France,FRA,1993,28149.97,18311.492,3480.3896
France,FRA,1994,27113.844,17848.162,4210.9272
France,FRA,1995,27606.43,18641.447,3925.5178
France,FRA,1996,28719.037,19566.053,3569.0667
France,FRA,1997,28089.545,19401.82,3467.1616
France,FRA,1998,29595.703,18955.248,3358.6633
France,FRA,1999,29524.66,19171.053,3885.1262
France,FRA,2000,29313.787,20080.443,3572.3638
France,FRA,2001,29237.416,20114.469,3946.9763
France,FRA,2002,28591.104,20604.086,3238.0798
France,FRA,2003,28967.342,20550.986,3139.5588
France,FRA,2004,28983.715,20620.828,3149.588
France,FRA,2005,28798.316,20503.613,2795.1843
France,FRA,2006,28090.19,20177.875,3064.4114
France,FRA,2007,27315.38,19454.814,3325.7244
France,FRA,2008,26923.023,19198.94,3811.0188
France,FRA,2009,25569.209,17683.732,3611.5918
France,FRA,2010,25782.459,18277.611,3946.2603
France,FRA,2011,23945.523,18655.225,3298.0674
France,FRA,2012,23787.51,17746.664,4176.7754
France,FRA,2013,23700.156,17495.227,4812.1255
France,FRA,2014,21465.91,17844.234,4591.8296
France,FRA,2015,21827.764,17714.934,4465.7085
France,FRA,2016,22225.053,16186.429,4735.4863
France,FRA,2017,22405.547,15859.839,4459.287
France,FRA,2018,21844.285,16310.273,5268.273
France,FRA,2019,21498.129,15672.221,5254.246
France,FRA,2020,18683.695,13829.414,5642.778
France,FRA,2021,20192.297,14761.147,5535.2085
Germany,DEU,1965,38415.56,4.366126,630.46985
Germany,DEU,1966,38168.234,9.814069,676.69934
Germany,DEU,1967,37794.227,45.040764,638.0515
Germany,DEU,1968,40123.46,64.53704,643.56244
Germany,DEU,1969,43136.92,179.5714,519.79626
Germany,DEU,1970,45185.83,235.3524,699.71356
Germany,DEU,1971,45635.867,224.65517,547.46606
Germany,DEU,1972,47059.188,343.56042,537.892
Germany,DEU,1973,49634.34,436.66022,615.1854
Germany,DEU,1974,48605.73,521.8436,707.0847
Germany,DEU,1975,46387.453,872.3586,688.2121
Germany,DEU,1976,49615.51,1069.3699,574.5424
Germany,DEU,1977,49016.83,1496.5452,715.5292
Germany,DEU,1978,50840.336,1594.5665,749.3453
Germany,DEU,1979,53599.043,1896.0533,756.81415
Germany,DEU,1980,51664.797,2027.784,805.5868
Germany,DEU,1981,49644.86,2393.6677,832.1735
Germany,DEU,1982,47509.066,2721.089,826.0129
Germany,DEU,1983,48175.17,2855.6938,776.7313
Germany,DEU,1984,49132.043,3815.9917,772.0567
Germany,DEU,1985,49462.777,5067.001,730.3256
Germany,DEU,1986,49154.668,4758.9785,771.34814
Germany,DEU,1987,48971.855,5149.727,829.486
Germany,DEU,1988,48372.57,5670.1465,823.5053
Germany,DEU,1989,47415.195,5813.0327,755.32306
Germany,DEU,1990,46665.72,5451.9336,706.22363
Germany,DEU,1991,45367.33,5241.0938,651.4918
Germany,DEU,1992,43610.484,5618.069,760.0544
Germany,DEU,1993,43348.75,5405.7295,784.4712
Germany,DEU,1994,42733.195,5304.4136,850.47345
Germany,DEU,1995,42681.25,5390.082,925.64606
Germany,DEU,1996,44011.707,5640.5215,849.6407
Germany,DEU,1997,42938.93,5934.816,897.6352
Germany,DEU,1998,42709.668,5624.604,971.6044
Germany,DEU,1999,41601.348,5914.7476,1082.577
Germany,DEU,2000,41590.516,5901.283,1411.9044
Germany,DEU,2001,42451.08,5924.39,1465.9188
Germany,DEU,2002,41845.69,5669.0425,1743.0519
Germany,DEU,2003,41858.516,5646.8506,1795.5338
Germany,DEU,2004,41429.168,5684.639,2228.5981
Germany,DEU,2005,40735.957,5516.237,2541.3733
Germany,DEU,2006,41398.223,5629.0664,3015.7456
Germany,DEU,2007,39590.49,4697.0093,3670.635
Germany,DEU,2008,39719.08,4939.579,3787.327
Germany,DEU,2009,37145.08,4449.891,3841.31
Germany,DEU,2010,38543.195,4603.274,4159.3496
Germany,DEU,2011,37245.68,3510.3032,4815.5254
Germany,DEU,2012,37433.844,3209.1772,5489.649
Germany,DEU,2013,38533.08,3115.0916,5713.3823
Germany,DEU,2014,36198.457,3084.5833,6015.0664
Germany,DEU,2015,36322.855,2889.9922,6824.343
Germany,DEU,2016,37192.37,2640.7297,6813.8687
Germany,DEU,2017,37099.918,2359.0435,7625.977
Germany,DEU,2018,35609.137,2327.755,7817.037
Germany,DEU,2019,33816.566,2283.7588,8340.856
Germany,DEU,2020,30542.83,1947.1615,8700.622
Germany,DEU,2021,31833.883,2077.1936,8189.967
Greece,GRC,1965,9004.838,0,277.79437
Greece,GRC,1966,9569.06,0,600.37665
Greece,GRC,1967,10623.203,0,576.258
Greece,GRC,1968,11162.687,0,474.8488
Greece,GRC,1969,11569.741,0,712.70374
Greece,GRC,1970,12705.636,0,912.1987
Greece,GRC,1971,15250.594,0,914.39307
Greece,GRC,1972,17129.67,0,918.6687
Greece,GRC,1973,19888.354,0,758.4919
Greece,GRC,1974,19244.406,0,794.9931
Greece,GRC,1975,21842.39,0,676.6668
Greece,GRC,1976,24016.576,0,624.9622
Greece,GRC,1977,24657.809,0,632.6603
Greece,GRC,1978,24475.965,0,972.60974
Greece,GRC,1979,20936.277,0,1146.8804
Greece,GRC,1980,20526.05,0,1081.8069
Greece,GRC,1981,19794.375,0,1069.5896
Greece,GRC,1982,19798.186,0,1105.0518
Greece,GRC,1983,20067.695,0,718.04694
Greece,GRC,1984,20602.342,0,868.847
Greece,GRC,1985,21607.018,0,842.90985
Greece,GRC,1986,21316.293,0,962.67694
Greece,GRC,1987,23317.729,0,819.9477
Greece,GRC,1988,24564.893,0,691.6057
Greece,GRC,1989,26581.389,0,550.45416
Greece,GRC,1990,27379.988,0,508.31885
Greece,GRC,1991,27167.52,0,882.4117
Greece,GRC,1992,27683.387,0,624.24744
Greece,GRC,1993,27797.838,0,652.25165
Greece,GRC,1994,27973.498,0,732.3669
Greece,GRC,1995,28547.46,0,982.3841
Greece,GRC,1996,28863.084,0,1199.8954
Greece,GRC,1997,29650.586,0,1065.5768
Greece,GRC,1998,31406.885,0,1024.4541
Greece,GRC,1999,30984.941,0,1278.961
Greece,GRC,2000,32686.6,0,1110.1322
Greece,GRC,2001,33181.492,0,779.7644
Greece,GRC,2002,32973.594,0,943.9916
Greece,GRC,2003,34309.73,0,1540.7242
Greece,GRC,2004,34290.4,0,1537.4541
Greece,GRC,2005,34302.754,0,1654.1339
Greece,GRC,2006,35015.926,0,1970.9341
Greece,GRC,2007,36543.754,0,1177.2249
Greece,GRC,2008,35224.934,0,1465.7201
Greece,GRC,2009,33363.336,0,2075.4766
Greece,GRC,2010,31133.5,0,2654.0122
Greece,GRC,2011,31115.46,0,2049.434
Greece,GRC,2012,28754.932,0,2547.079
Greece,GRC,2013,25959.016,0,3592.2708
Greece,GRC,2014,24845.291,0,3046.585
Greece,GRC,2015,24647.2,0,3711.2317
Greece,GRC,2016,24241.238,0,3721.9758
Greece,GRC,2017,20986.678,0,3450.465
Greece,GRC,2018,25763.807,0,4034.1257
Greece,GRC,2019,25174.508,0,4028.3193
Greece,GRC,2020,21706.209,0,4399.668
Greece,GRC,2021,22359.057,0,5430.8706
High-income countries,,1965,35294.63,83.57593,2664.828
High-income countries,,1966,36557.477,112.96297,2786.1594
High-income countries,,1967,37656.45,133.73654,2824.7058
High-income countries,,1968,39805.83,167.39989,2874.8782
High-income countries,,1969,42018.73,194.20613,2974.7178
High-income countries,,1970,43927.438,244.99118,3027.956
High-income countries,,1971,44504.848,342.17743,3124.5952
High-income countries,,1972,46192.035,462.84637,3226.47
High-income countries,,1973,48378.25,607.9313,3205.2456
High-income countries,,1974,46714.52,774.69226,3482.0388
High-income countries,,1975,44822.145,1062.9402,3449.9312
High-income countries,,1976,47083.676,1213.4674,3293.7185
High-income countries,,1977,47605.633,1498.4761,3287.5642
High-income countries,,1978,48333.473,1748.298,3505.1658
High-income countries,,1979,49294.246,1789.1715,3616.5293
High-income countries,,1980,47209.84,1918.0123,3559.936
High-income countries,,1981,45349.023,2241.8271,3566.3096
High-income countries,,1982,43270.582,2392.0476,3657.2576
High-income countries,,1983,42682.3,2687.9827,3820.0137
High-income countries,,1984,44198.12,3201.1873,3803.622
High-income countries,,1985,44456.03,3812.593,3771.0796
High-income countries,,1986,44630.723,4116.2236,3755.6873
High-income countries,,1987,45453.13,4409.152,3728.784
High-income countries,,1988,46685.535,4713.57,3708.615
High-income countries,,1989,47224.555,4856.6855,3633.8398
High-income countries,,1990,46959.895,5003.5244,3754.924
High-income countries,,1991,46777.47,5233.023,3787.2798
High-income countries,,1992,46970.36,5242.519,3736.7979
High-income countries,,1993,47088.633,5395.575,3901.2163
High-income countries,,1994,47828.344,5504.138,3785.9006
High-income countries,,1995,48603.914,5694.4546,3983.38
High-income countries,,1996,49891.184,5817.285,4042.053
High-income countries,,1997,50164.293,5708.727,4134.7217
High-income countries,,1998,50059.617,5807.246,4040.434
High-income countries,,1999,50462.277,5972.3535,4065.4456
High-income countries,,2000,51162.035,6026.156,4099.991
High-income countries,,2001,50864.56,6089.6855,3838.4202
High-income countries,,2002,51030.1,6079.6885,3897.1455
High-income countries,,2003,51632.48,5791.5273,3838.482
High-income countries,,2004,52217.207,5995.024,3921.1628
High-income countries,,2005,52157.844,5921.432,4002.4324
High-income countries,,2006,51772.44,5887.9355,4073.7615
High-income countries,,2007,51986.734,5641.5957,4072.7937
High-income countries,,2008,50917.082,5512.3413,4257.6313
High-income countries,,2009,47813.688,5349.0356,4335.9956
High-income countries,,2010,49541.06,5392.333,4505.2065
High-income countries,,2011,48774.78,4988.7466,4762.1606
High-income countries,,2012,48298.254,4484.914,4971.599
High-income countries,,2013,48426.73,4458.023,5228.268
High-income countries,,2014,47727.855,4440.397,5340.729
High-income countries,,2015,47685.38,4342.7734,5502.585
High-income countries,,2016,47473.65,4282.001,5677.4136
High-income countries,,2017,47397.47,4185.2856,5929.1265
High-income countries,,2018,47783.5,4166.216,6149.256
High-income countries,,2019,46752.832,4196.573,6269.688
High-income countries,,2020,42560.52,3918.8855,6686.857
High-income countries,,2021,44459.54,3988.906,6873.405
Hong Kong,HKG,1965,7301.9927,0,0
Hong Kong,HKG,1966,7741.76,0,0
Hong Kong,HKG,1967,8955.669,0,0
Hong Kong,HKG,1968,9501.208,0,0
Hong Kong,HKG,1969,10978.89,0,0
Hong Kong,HKG,1970,11625.99,0,0
Hong Kong,HKG,1971,12053.716,0,0
Hong Kong,HKG,1972,13359.896,0,0
Hong Kong,HKG,1973,13507.762,0,0
Hong Kong,HKG,1974,13483.886,0,0
Hong Kong,HKG,1975,12384.696,0,0
Hong Kong,HKG,1976,14277.871,0,0
Hong Kong,HKG,1977,15066.503,0,0
Hong Kong,HKG,1978,15311.371,0,0
Hong Kong,HKG,1979,15343.069,0,0
Hong Kong,HKG,1980,15344.992,0,0
Hong Kong,HKG,1981,16032.551,0,0
Hong Kong,HKG,1982,17292.793,0,0
Hong Kong,HKG,1983,18038.969,0,0
Hong Kong,HKG,1984,18198.44,0,0
Hong Kong,HKG,1985,18620.49,0,0
Hong Kong,HKG,1986,19223.523,0,0
Hong Kong,HKG,1987,20797.482,0,0
Hong Kong,HKG,1988,23589.496,0,0
Hong Kong,HKG,1989,24833.414,0,0
Hong Kong,HKG,1990,23868.459,0,0
Hong Kong,HKG,1991,24375.885,0,0
Hong Kong,HKG,1992,28285.234,0,0
Hong Kong,HKG,1993,30461.104,0,0
Hong Kong,HKG,1994,27249.283,0,0
Hong Kong,HKG,1995,28937.332,0,0
Hong Kong,HKG,1996,28513.861,0,0
Hong Kong,HKG,1997,28363.01,0,0
Hong Kong,HKG,1998,28449.79,0,0
Hong Kong,HKG,1999,28398.512,0,0
Hong Kong,HKG,2000,29337.336,0,0
Hong Kong,HKG,2001,36671.152,0,0
Hong Kong,HKG,2002,35543.58,0,0
Hong Kong,HKG,2003,36507.19,0,0
Hong Kong,HKG,2004,40706.63,0,0
Hong Kong,HKG,2005,38935.48,0,0
Hong Kong,HKG,2006,41052.57,0,0.2837399
Hong Kong,HKG,2007,43421.28,0,0.34953067
Hong Kong,HKG,2008,40116.883,0,0.3214823
Hong Kong,HKG,2009,43533.855,0,0.4306875
Hong Kong,HKG,2010,45006.055,0,18.248983
Hong Kong,HKG,2011,45834.223,0,20.617329
Hong Kong,HKG,2012,43722.906,0,19.628168
Hong Kong,HKG,2013,44509.152,0,17.18062
Hong Kong,HKG,2014,43117.23,0,20.108662
Hong Kong,HKG,2015,44084.43,0,26.340643
Hong Kong,HKG,2016,45020.812,0,29.519453
Hong Kong,HKG,2017,48124.902,0,30.198729
Hong Kong,HKG,2018,48549.617,0,31.171293
Hong Kong,HKG,2019,45918.86,0,34.30841
Hong Kong,HKG,2020,34332.176,0,34.661068
Hong Kong,HKG,2021,32370.26,0,35.27964
Hungary,HUN,1965,18218.738,0,21.869368
Hungary,HUN,1966,18403.693,0,29.075357
Hungary,HUN,1967,17502.982,0,23.755962
Hungary,HUN,1968,18092.195,0,25.689482
Hungary,HUN,1969,19305.424,0,27.323257
Hungary,HUN,1970,20734.062,0,25.225956
Hungary,HUN,1971,21344.154,0,27.439415
Hungary,HUN,1972,21967.92,0,31.346327
Hungary,HUN,1973,23715.98,0,28.687922
Hungary,HUN,1974,24337.646,0,22.902777
Hungary,HUN,1975,25592.28,0,45.81541
Hungary,HUN,1976,27193.506,0,46.122116
Hungary,HUN,1977,28466.453,0,41.456043
Hungary,HUN,1978,30345.412,0,38.26252
Hungary,HUN,1979,29968.045,0,40.37518
Hungary,HUN,1980,30051.14,0,30.955471
Hungary,HUN,1981,29781.45,0,46.511745
Hungary,HUN,1982,29986.365,0,44.12329
Hungary,HUN,1983,28905.613,660.6928,43.15377
Hungary,HUN,1984,29467.783,1009.9397,50.58308
Hungary,HUN,1985,29834.303,1744.0503,43.473766
Hungary,HUN,1986,29536.457,2005.1559,43.345345
Hungary,HUN,1987,30086.457,2977.5864,47.73347
Hungary,HUN,1988,28752.006,3656.2588,47.893253
Hungary,HUN,1989,27894.309,3791.0215,44.935677
Hungary,HUN,1990,27333.53,3755.0076,55.957233
Hungary,HUN,1991,25271.012,3754.0884,62.678
Hungary,HUN,1992,24038.502,3820.9062,59.21327
Hungary,HUN,1993,23312.547,3779.546,59.412083
Hungary,HUN,1994,23501.932,3854.4353,59.92055
Hungary,HUN,1995,23850.412,3853.813,63.981945
Hungary,HUN,1996,24367.342,3903.2693,74.862885
Hungary,HUN,1997,23786.838,3853.1545,78.541626
Hungary,HUN,1998,24285.326,3857.3855,63.333767
Hungary,HUN,1999,24232.535,3909.7341,72.599144
Hungary,HUN,2000,23450.254,3943.908,71.93037
Hungary,HUN,2001,24210.426,3912.6187,75.93148
Hungary,HUN,2002,24054.072,3850.9485,69.29592
Hungary,HUN,2003,24976.828,3029.0981,100.955826
Hungary,HUN,2004,25067.672,3263.918,289.5007
Hungary,HUN,2005,26290.594,3773.4485,585.6653
Hungary,HUN,2006,26110.285,3654.5894,465.99524
Hungary,HUN,2007,25306.498,3966.0896,587.0086
Hungary,HUN,2008,24615.645,3986.3325,734.6631
Hungary,HUN,2009,22009.693,4130.4307,900.99963
Hungary,HUN,2010,22465.834,4203.3735,933.20953
Hungary,HUN,2011,21864.762,4171.634,831.5281
Hungary,HUN,2012,20139.496,4187.9897,806.64136
Hungary,HUN,2013,18985.732,4062.415,854.3375
Hungary,HUN,2014,18839.422,4122.534,969.0207
Hungary,HUN,2015,20151.299,4156.6084,992.9093
Hungary,HUN,2016,20618.082,4201.737,997.3096
Hungary,HUN,2017,22064.102,4199.5815,1063.4546
Hungary,HUN,2018,22297.072,4085.7122,1147.7102
Hungary,HUN,2019,22294.344,4216.2124,1391.7112
Hungary,HUN,2020,21657.623,4149.6475,1614.121
Hungary,HUN,2021,22608.135,4135.0737,1981.951
Iceland,ISL,1965,29577.93,0,9850.891
Iceland,ISL,1966,31232.156,0,9434.722
Iceland,ISL,1967,29761.354,0,9887.232
Iceland,ISL,1968,31284.477,0,10081.028
Iceland,ISL,1969,28391.941,0,12533.663
Iceland,ISL,1970,28812.344,0,20599.455
Iceland,ISL,1971,31092.129,0,22245.781
Iceland,ISL,1972,32815.023,0,24359.781
Iceland,ISL,1973,37408.594,0,30690.053
Iceland,ISL,1974,34437.363,0,31091.771
Iceland,ISL,1975,31929.186,0,30144.879
Iceland,ISL,1976,31762.271,0,31787.523
Iceland,ISL,1977,32970.81,0,33783.47
Iceland,ISL,1978,34468.434,0,34674.625
Iceland,ISL,1979,33941.19,0,37480.63
Iceland,ISL,1980,31569.64,0,40105.117
Iceland,ISL,1981,31230.371,0,41015.996
Iceland,ISL,1982,28194.396,0,44981.61
Iceland,ISL,1983,27779.768,0,46793.746
Iceland,ISL,1984,29462.04,0,48166.227
Iceland,ISL,1985,29360.094,0,46844.152
Iceland,ISL,1986,29941.418,0,49154.883
Iceland,ISL,1987,30963.854,0,49739.754
Iceland,ISL,1988,31757.959,0,52055.934
Iceland,ISL,1989,33546.383,0,52119.582
Iceland,ISL,1990,33733.332,0,51309.305
Iceland,ISL,1991,31580.244,0,50544.133
Iceland,ISL,1992,32741.107,0,51209.4
Iceland,ISL,1993,33616.402,0,52710.91
Iceland,ISL,1994,33703.742,0,52837.965
Iceland,ISL,1995,34121.69,0,54720.582
Iceland,ISL,1996,37572.277,0,55940.254
Iceland,ISL,1997,36720.09,0,60578.637
Iceland,ISL,1998,36869.24,0,67290.055
Iceland,ISL,1999,36782.96,0,75956.65
Iceland,ISL,2000,38008.504,0,80049.32
Iceland,ISL,2001,35761.637,0,82031.25
Iceland,ISL,2002,36687.508,0,84617.16
Iceland,ISL,2003,36705.992,0,84362.55
Iceland,ISL,2004,38066.234,0,84318.195
Iceland,ISL,2005,37894.945,0,82979.54
Iceland,ISL,2006,37663.81,0,91846.44
Iceland,ISL,2007,37098.49,0,107263.086
Iceland,ISL,2008,33488.574,0,144184.9
Iceland,ISL,2009,30929.688,0,145837.69
Iceland,ISL,2010,29975.607,0,147146.22
Iceland,ISL,2011,29527.17,0,147029.69
Iceland,ISL,2012,29170.422,0,148083.28
Iceland,ISL,2013,30560.094,0,150565.95
Iceland,ISL,2014,30726.39,0,148069.11
Iceland,ISL,2015,33225.78,0,151235.1
Iceland,ISL,2016,36305.95,0,146273
Iceland,ISL,2017,39105.91,0,147357.02
Iceland,ISL,2018,40914.5,0,146803.34
Iceland,ISL,2019,34379.355,0,140592.78
Iceland,ISL,2020,19943.428,0,135248.75
Iceland,ISL,2021,,,136961.11
India,IND,1965,1125.2926,0,113.32694
India,IND,1966,1133.5355,0,115.824585
India,IND,1967,1134.5189,0,126.87905
India,IND,1968,1176.4385,0,143.28993
India,IND,1969,1271.7704,3.771361,155.62456
India,IND,1970,1201.8425,6.6580534,161.43483
India,IND,1971,1215.6349,4.840051,173.18721
India,IND,1972,1265.2268,4.496762,164.39464
India,IND,1973,1251.0247,9.298206,171.17026
India,IND,1974,1313.2266,8.370744,161.0255
India,IND,1975,1361.0214,9.75416,188.12329
India,IND,1976,1394.942,11.82303,192.50035
India,IND,1977,1441.1593,8.062641,205.44086
India,IND,1978,1423.5167,9.636572,249.31245
India,IND,1979,1491.5619,9.774408,235.12117
India,IND,1980,1503.5441,9.969776,235.26532
India,IND,1981,1637.8589,9.815801,245.07672
India,IND,1982,1621.7012,8.392528,202.19511
India,IND,1983,1681.703,11.702344,190.47794
India,IND,1984,1744.3007,15.023903,208.0737
India,IND,1985,1817.7192,16.39352,196.36292
India,IND,1986,1912.4452,17.854298,194.82312
India,IND,1987,2014.1486,18.509253,177.49026
India,IND,1988,2139.258,20.681353,193.70284
India,IND,1989,2282.3818,13.393584,219.9307
India,IND,1990,2396.4678,20.846111,225.79643
India,IND,1991,2467.0754,17.280815,246.60188
India,IND,1992,2563.7466,20.021091,228.9748
India,IND,1993,2578.222,19.073778,226.955
India,IND,1994,2649.131,14.844972,252.80391
India,IND,1995,2814.2717,22.407013,236.20547
India,IND,1996,2896.9954,24.244087,212.78903
India,IND,1997,3002.7327,28.512335,213.18845
India,IND,1998,3096.229,31.588625,249.29213
India,IND,1999,3133.5767,34.709778,243.0435
India,IND,2000,3252.096,42.225086,224.36139
India,IND,2001,3212.5547,49.351116,207.9308
India,IND,2002,3268.6204,49.352592,201.74425
India,IND,2003,3336.6282,45.18215,201.52924
India,IND,2004,3489.0093,51.72875,285.4674
India,IND,2005,3669.991,42.18535,274.8803
India,IND,2006,3776.822,41.064075,318.78152
India,IND,2007,4035.7305,40.669594,347.5281
India,IND,2008,4247.294,34.03397,335.0107
India,IND,2009,4551.6216,36.82885,317.59634
India,IND,2010,4671.2534,49.554253,332.70676
India,IND,2011,4823.802,67.82824,396.6954
India,IND,2012,5089.6914,68.41618,372.0283
India,IND,2013,5168.0093,67.46873,414.09476
India,IND,2014,5459.3843,68.97736,438.2047
India,IND,2015,5559.342,74.83216,436.1298
India,IND,2016,5747.6772,72.7263,438.86197
India,IND,2017,5872.0386,70.556755,482.65692
India,IND,2018,6156.6357,72.419876,535.24603
India,IND,2019,6168.6606,82.59498,606.92267
India,IND,2020,5700.015,80.51706,623.07324
India,IND,2021,6262.335,78.345215,650.9833
Indonesia,IDN,1965,782.1327,0,53.35356
Indonesia,IDN,1966,742.3492,0,67.76269
Indonesia,IDN,1967,705.97253,0,74.15791
Indonesia,IDN,1968,721.00476,0,89.20525
Indonesia,IDN,1969,798.989,0,90.77246
Indonesia,IDN,1970,820.8075,0,107.39982
